"Analytes","SeqId","SeqIdVersion","SomaId","TargetFullName","Target","UniProt","EntrezGeneID","EntrezGeneSymbol","Organism","Units","Type","Dilution","NormGroup"
"X12754.14","12754-14",3,"SL019899","Cold shock domain-containing protein C2","CSDC2","Q9Y534","27254","CSDC2","Human","RFU","Protein","20","S2"
"X12756.3","12756-3",3,"SL019855","Transcription regulator protein BACH2","BACH2","Q9BYV9","60468","BACH2","Human","RFU","Protein","20","S1"
"X12758.47","12758-47",3,"SL019871","Glutamate receptor ionotropic, delta-2","GRID2","O43424","2895","GRID2","Human","RFU","Protein","20","S1"
"X12759.47","12759-47",3,"SL004792","Interleukin enhancer-binding factor 3","DRBP76","Q12906","3609","ILF3","Human","RFU","Protein","20","S2"
"X12760.34","12760-34",3,"SL019886","Zinc finger protein 774","ZN774","Q6NX45","342132","ZNF774","Human","RFU","Protein","20","S1"
"X12761.12","12761-12",3,"SL025796","Amyloid beta A4 precursor protein-binding family B member 2:Phosphotyrosine Interaction Domain 2","APBB2:PID 2","Q92870","323","APBB2","Human","RFU","Protein","20","S2"
"X12763.69","12763-69",3,"SL019908","Zinc finger protein 334","ZN334","Q9HCZ1","55713","ZNF334","Human","RFU","Protein","20","S1"
"X12764.3","12764-3",3,"SL019856","Engulfment and cell motility protein 1","ELMO1","Q92556","9844","ELMO1","Human","RFU","Protein","20","S2"
"X12766.33","12766-33",3,"SL019872","Probable G-protein coupled receptor 142","GP142","Q7Z601","350383","GPR142","Human","RFU","Protein","20","S1"
"X12768.3","12768-3",3,"SL019887","Protein phosphatase 1 regulatory subunit 3B","PPR3B","Q86XI6","79660","PPP1R3B","Human","RFU","Protein","20","S1"
"X12771.19","12771-19",3,"SL011309","Zinc finger protein 180","ZN180","Q9UJW8","7733","ZNF180","Human","RFU","Protein","20","S1"
"X12772.8","12772-8",3,"SL019857","Nuclear pore complex protein Nup98-Nup96","NUP98","P52948","4928","NUP98","Human","RFU","Protein","20","S2"
"X12774.12","12774-12",3,"SL019873","Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1","HCN1","O60741","348980","HCN1","Human","RFU","Protein","20","S1"
"X12775.6","12775-6",3,"SL006995","High mobility group protein B3","HMGB3","O15347","3149","HMGB3","Human","RFU","Protein","20","S2"
"X12777.11","12777-11",3,"SL013086","Splicing factor 1","SF01","Q15637","7536","SF1","Human","RFU","Protein","20","S1"
"X12781.2","12781-2",3,"SL014970","RISC-loading complex subunit TARBP2","TRBP2","Q15633","6895","TARBP2","Human","RFU","Protein","20","S1"
"X12783.29","12783-29",3,"SL008807","Heterogeneous nuclear ribonucleoprotein M","HNRPM","P52272","4670","HNRNPM","Human","RFU","Protein","20","S2"
"X12784.10","12784-10",3,"SL025797","Amyloid beta A4 precursor protein-binding family B member 3:Phosphotyrosine Interaction Domain 1,Isoform II","APBB3:PID 1","O95704","10307","APBB3","Human","RFU","Protein","20","S2"
"X12785.49","12785-49",3,"SL009382","Transcriptional regulator Kaiso","KAISO","Q86T24","10009","ZBTB33","Human","RFU","Protein","20","S1"
"X12786.61","12786-61",3,"SL015257","Glycerophosphocholine phosphodiesterase GPCPD1","GDE5","Q9NPB8","56261","GPCPD1","Human","RFU","Protein","20","S2"
"X12787.47","12787-47",3,"SL014834","Zinc finger protein 134","ZN134","P52741","7693","ZNF134","Human","RFU","Protein","20","S1"
"X12788.6","12788-6",3,"SL019859","SAGA-associated factor 29 homolog","SGF29","Q96ES7","112869","SGF29","Human","RFU","Protein","20","S1"
"X12790.10","12790-10",3,"SL019874","Coiled-coil domain-containing protein 51","CCD51","Q96ER9","79714","CCDC51","Human","RFU","Protein","20","S1"
"X12793.4","12793-4",3,"SL019894","Piwi-like protein 1","PIWL1","Q96J94","9271","PIWIL1","Human","RFU","Protein","20","S1"
"X12794.6","12794-6",3,"SL019902","NACHT, LRR and PYD domains-containing protein 4","NALP4","Q96MN2","147945","NLRP4","Human","RFU","Protein","20","S1"
"X12795.2","12795-2",3,"SL019910","Zinc finger protein 566","ZN566","Q969W8","84924","ZNF566","Human","RFU","Protein","20","S1"
"X12796.44","12796-44",3,"SL019860","Diphosphoinositol polyphosphate phosphohydrolase 1","NUDT3","O95989","11165","NUDT3","Human","RFU","Protein","20","S2"
"X12798.46","12798-46",3,"SL019875","Electroneutral sodium bicarbonate exchanger 1","S4A8","Q2Y0W8","9498","SLC4A8","Human","RFU","Protein","20","S1"
"X12799.65","12799-65",3,"SL019880","DnaJ homolog subfamily C member 27","DJC27","Q9NZQ0","51277","DNAJC27","Human","RFU","Protein","20","S1"
"X12800.5","12800-5",3,"SL019890","Tubulin polymerization-promoting protein family member 2","TPPP2","P59282","122664","TPPP2","Human","RFU","Protein","20","S2"
"X12801.33","12801-33",3,"SL019895","Interferon regulatory factor 2","IRF2","P14316","3660","IRF2","Human","RFU","Protein","20","S2"
"X12803.9","12803-9",3,"SL019911","Zinc finger protein 329","ZN329","Q86UD4","79673","ZNF329","Human","RFU","Protein","20","S1"
"X12804.5","12804-5",3,"SL019919","Glucocorticoid modulatory element-binding protein 2","GMEB2","Q9UKD1","26205","GMEB2","Human","RFU","Protein","20","S2"
"X12807.89","12807-89",3,"SL019940","Rho GTPase-activating protein 30","RHG30","Q7Z6I6","257106","ARHGAP30","Human","RFU","Protein","20","S2"
"X12808.103","12808-103",3,"SL013301","Calcium-regulated heat-stable protein 1","CHSP1","Q9Y2V2","23589","CARHSP1","Human","RFU","Protein","20","S2"
"X12811.55","12811-55",3,"SL019912","Zinc finger protein 415","ZN415","Q09FC8","55786","ZNF415","Human","RFU","Protein","20","S1"
"X12812.25","12812-25",3,"SL009425","Acylphosphatase-2","ACYP2","P14621","98","ACYP2","Human","RFU","Protein","20","S2"
"X12813.18","12813-18",3,"SL006654","EH domain-binding protein 1","EHBP1","Q8NDI1","23301","EHBP1","Human","RFU","Protein","20","S1"
"X12814.17","12814-17",3,"SL019933","RNA-binding protein 40","RBM40","Q96LT9","55599","RNPC3","Human","RFU","Protein","20","S1"
"X12815.9","12815-9",3,"SL008104","Isoleucine--tRNA ligase, cytoplasmic","SYIC","P41252","3376","IARS1","Human","RFU","Protein","20","S1"
"X12817.1","12817-1",3,"SL019954","GTP-binding protein GEM","GEM","P55040","2669","GEM","Human","RFU","Protein","20","S2"
"X12818.159","12818-159",3,"SL019965","Urea transporter 2","UT2","Q15849","8170","SLC14A2","Human","RFU","Protein","20","S2"
"X12820.1","12820-1",3,"SL019920","GRB2-related adapter protein","GRAP","Q13588","10750","GRAP","Human","RFU","Protein","20","S1"
"X12821.6","12821-6",3,"SL019926","NACHT, LRR and PYD domains-containing protein 10","NAL10","Q86W26","338322","NLRP10","Human","RFU","Protein","20","S1"
"X12822.34","12822-34",3,"SL025793","Amyloid beta A4 precursor protein-binding family B member 1:Phosphotyrosine Interaction Domain 1","APBB1:PID 1","O00213","322","APBB1","Human","RFU","Protein","20","S1"
"X12825.18","12825-18",3,"SL019955","DCC-interacting protein 13-alpha","DP13A","Q9UKG1","26060","APPL1","Human","RFU","Protein","20","S2"
"X12826.5","12826-5",3,"SL019966","Sodium/iodide cotransporter","SC5A5","Q92911","6528","SLC5A5","Human","RFU","Protein","20","S1"
"X12827.37","12827-37",3,"SL014817","Regulator of G-protein signaling 3","RGS3","P49796","5998","RGS3","Human","RFU","Protein","20","S1"
"X12830.4","12830-4",3,"SL019934","Histone deacetylase complex subunit SAP18","SAP18","O00422","10284","SAP18","Human","RFU","Protein","20","S2"
"X12831.21","12831-21",3,"SL015132","Calcineurin B homologous protein 3","TESC","Q96BS2","54997","TESC","Human","RFU","Protein","20","S2"
"X12832.10","12832-10",3,"SL019949","Set1/Ash2 histone methyltransferase complex subunit ASH2","ASH2L","Q9UBL3","9070","ASH2L","Human","RFU","Protein","20","S1"
"X12834.3","12834-3",3,"SL019967","Potassium voltage-gated channel subfamily F member 1","KCNF1","Q9H3M0","3754","KCNF1","Human","RFU","Protein","20","S1"
"X12835.101","12835-101",3,"SL019914","Pyrin domain-containing protein 1","PYDC1","Q8WXC3","260434","PYDC1","Human","RFU","Protein","20","S1"
"X12838.28","12838-28",3,"SL019935","Dual specificity protein phosphatase 15","DUS15","Q9H1R2","128853","DUSP15","Human","RFU","Protein","20","S1"
"X12842.43","12842-43",3,"SL019968","Syntaxin-10","STX10","O60499","8677","STX10","Human","RFU","Protein","20","S2"
"X12843.6","12843-6",3,"SL019915","Zinc finger protein 410","ZN410","Q86VK4","57862","ZNF410","Human","RFU","Protein","20","S1"
"X12844.10","12844-10",3,"SL006067","BAG family molecular chaperone regulator 4","BAG4","O95429","9530","BAG4","Human","RFU","Protein","20","S1"
"X12845.18","12845-18",3,"SL011225","Sorting nexin-17","SNX17","Q15036","9784","SNX17","Human","RFU","Protein","20","S2"
"X12846.3","12846-3",3,"SL019936","F-box/LRR-repeat protein 5","FBXL5","Q9UKA1","26234","FBXL5","Human","RFU","Protein","20","S1"
"X12847.27","12847-27",3,"SL019942","mRNA-capping enzyme","MCE1","O60942","8732","RNGTT","Human","RFU","Protein","20","S1"
"X12848.9","12848-9",3,"SL019951","Rho guanine nucleotide exchange factor 2","ARHG2","Q92974","9181","ARHGEF2","Human","RFU","Protein","20","S2"
"X12849.25","12849-25",3,"SL019958","GSK3-beta interaction protein","GSKIP","Q9P0R6","51527","GSKIP","Human","RFU","Protein","20","S1"
"X12851.5","12851-5",3,"SL019921","DNA-directed DNA/RNA polymerase mu","DPOLM","Q9NP87","27434","POLM","Human","RFU","Protein","20","S1"
"X12853.112","12853-112",3,"SL019937","Tropomodulin-2","TMOD2","Q9NZR1","29767","TMOD2","Human","RFU","Protein","20","S2"
"X12854.3","12854-3",3,"SL019943","Transcriptional enhancer factor TEF-5","TEAD3","Q99594","7005","TEAD3","Human","RFU","Protein","20","S1"
"X12855.16","12855-16",3,"SL011299","Cas scaffolding protein family member 4","CT032","Q9NQ75","57091","CASS4","Human","RFU","Protein","20","S2"
"X12856.14","12856-14",3,"SL019959","Transmembrane protein 237","TM237","Q96Q45","65062","TMEM237","Human","RFU","Protein","20","S1"
"X12859.33","12859-33",3,"SL007038","Enoyl-CoA delta isomerase 2, mitochondrial","PECI","O75521","10455","ECI2","Human","RFU","Protein","20","S1"
"X12860.7","12860-7",3,"SL006617","cAMP-regulated phosphoprotein 21","cAMP-regulated phosphoprotein 21","Q9UBL0","10777","ARPP21","Human","RFU","Protein","20","S1"
"X12861.13","12861-13",3,"SL006759","Tropomodulin-3","TMOD3","Q9NYL9","29766","TMOD3","Human","RFU","Protein","20","S2"
"X12862.14","12862-14",3,"SL014945","Enhancer of filamentation 1","CASL","Q14511","4739","NEDD9","Human","RFU","Protein","20","S1"
"X12864.9","12864-9",3,"SL019960","Magnesium transporter NIPA4","NIPA4","Q0D2K0","348938","NIPAL4","Human","RFU","Protein","20","S1"
"X12867.40","12867-40",3,"SL019922","Dynein light chain Tctex-type 3","DYLT3","P51808","6990","DYNLT3","Human","RFU","Protein","20","S2"
"X12869.68","12869-68",3,"SL019938","Probable ATP-dependent RNA helicase DDX6","DDX6","P26196","1656","DDX6","Human","RFU","Protein","20","S2"
"X12871.10","12871-10",3,"SL013078","Twinfilin-1","TWF1","Q12792","5756","TWF1","Human","RFU","Protein","20","S1"
"X12872.35","12872-35",3,"SL019961","Cyclic nucleotide-gated olfactory channel","CNGA2","Q16280","1260","CNGA2","Human","RFU","Protein","20","S1"
"X12873.11","12873-11",3,"SL007131","Leukosialin","LEUK","P16150","6693","SPN","Human","RFU","Protein","20","S1"
"X12875.28","12875-28",3,"SL019923","Ubiquitin domain-containing protein 2","UBTD2","Q8WUN7","92181","UBTD2","Human","RFU","Protein","20","S2"
"X12876.39","12876-39",3,"SL007787","Sperm flagellar protein 1","SPEF1","Q9Y4P9","25876","SPEF1","Human","RFU","Protein","20","S1"
"X12878.60","12878-60",3,"SL019944","Oxysterol-binding protein-related protein 11","OSB11","Q9BXB4","114885","OSBPL11","Human","RFU","Protein","20","S2"
"X12879.5","12879-5",3,"SL003759","Retinoblastoma-like protein 1","p107","P28749","5933","RBL1","Human","RFU","Protein","20","S1"
"X12880.1","12880-1",3,"SL019962","Synaptic vesicle glycoprotein 2A","SV2A","Q7L0J3","9900","SV2A","Human","RFU","Protein","20","S1"
"X12881.17","12881-17",3,"SL019970","Retinol dehydrogenase 16","RDH16","O75452","8608","RDH16","Human","RFU","Protein","20","S2"
"X12882.7","12882-7",3,"SL019918","Poly [ADP-ribose] polymerase 11","PAR11","Q9NR21","57097","PARP11","Human","RFU","Protein","20","S2"
"X12885.42","12885-42",3,"SL007432","Nuclear receptor subfamily 1 group D member 2","NR1D2","Q14995","9975","NR1D2","Human","RFU","Protein","20","S1"
"X12888.18","12888-18",3,"SL012382","Histone deacetylase complex subunit SAP30","SAP30","O75446","8819","SAP30","Human","RFU","Protein","20","S2"
"X12891.1","12891-1",3,"SL019924","MICAL-like protein 2","MILK2","Q8IY33","79778","MICALL2","Human","RFU","Protein","20","S1"
"X12892.10","12892-10",3,"SL019931","Synaptotagmin-like protein 1","SYTL1","Q8IYJ3","84958","SYTL1","Human","RFU","Protein","20","S1"
"X12893.159","12893-159",3,"SL025892","Gamma-interferon-inducible protein 16:Isoform 2, Hematopoietic expression, interferon-inducible nature, and nuclear localization 2","IP16:HIN 2","Q16666","3428","IFI16","Human","RFU","Protein","20","S2"
"X12894.3","12894-3",3,"SL019946","PAX-interacting protein 1","PAXI1","Q6ZW49","22976","PAXIP1","Human","RFU","Protein","20","S1"
"X12895.28","12895-28",3,"SL019952","Diacylglycerol kinase beta","DGKB","Q9Y6T7","1607","DGKB","Human","RFU","Protein","20","S1"
"X12904.180","12904-180",3,"SL004440","cubilin","cubilin","O60494","8029","CUBN","Human","RFU","Protein","20","S1"
"X12916.3","12916-3",3,"SL019344","Protein p13 MTCP-1","MTCP1","P56278","4515","MTCP1","Human","RFU","Protein","20","S1"
"X12923.51","12923-51",3,"SL005401","Keratin, type I cytoskeletal 17","Keratin 17","Q04695","3872","KRT17","Human","RFU","Protein","20","S1"
"X12925.105","12925-105",3,"SL018508","Axin-2","AXIN2","Q9Y2T1","8313","AXIN2","Human","RFU","Protein","20","S2"
"X12931.16","12931-16",3,"SL007088","Mineralocorticoid receptor","MCR","P08235","4306","NR3C2","Human","RFU","Protein","20","S2"
"X12934.1","12934-1",3,"SL015312","E3 ISG15--protein ligase HERC5","HERC5","Q9UII4","51191","HERC5","Human","RFU","Protein","20","S2"
"X12936.38","12936-38",3,"SL019347","Retinaldehyde-binding protein 1","RLBP1","P12271","6017","RLBP1","Human","RFU","Protein","20","S2"
"X12939.1","12939-1",3,"SL019437","DNA-directed RNA polymerases I and III subunit RPAC1","RPAC1","O15160","9533","POLR1C","Human","RFU","Protein","20","S2"
"X12940.35","12940-35",3,"SL010891","Aldehyde dehydrogenase family 3 member B1","AL3B1","P43353","221","ALDH3B1","Human","RFU","Protein","20","S2"
"X12945.33","12945-33",3,"SL013869","Ras-related protein Rab-18","RAB18","Q9NP72","22931","RAB18","Human","RFU","Protein","20","S2"
"X12954.71","12954-71",3,"SL005257","Peroxisome proliferator-activated receptor alpha","PPARa","Q07869","5465","PPARA","Human","RFU","Protein","20","S2"
"X12956.40","12956-40",3,"SL019438","KIF1-binding protein","KBP","Q96EK5","26128","KIFBP","Human","RFU","Protein","20","S2"
"X12957.62","12957-62",3,"SL008041","Cytochrome b-c1 complex subunit 7","UCR6","P14927","7381","UQCRB","Human","RFU","Protein","20","S1"
"X12960.9","12960-9",3,"SL007208","Glucokinase","HXK4","P35557","2645","GCK","Human","RFU","Protein","20","S2"
"X12963.1","12963-1",3,"SL015007","Protein GPR107","GP107","Q5VW38","57720","GPR107","Human","RFU","Protein","20","S1"
"X12968.2","12968-2",3,"SL008213","Cysteine and glycine-rich protein 2","CSRP2","Q16527","1466","CSRP2","Human","RFU","Protein","20","S2"
"X12970.35","12970-35",3,"SL007715","Double-stranded RNA-binding protein Staufen homolog 2","STAU2","Q9NUL3","27067","STAU2","Human","RFU","Protein","20","S1"
"X12975.11","12975-11",3,"SL002694","Keratin, type I cytoskeletal 20","Keratin 20","P35900","54474","KRT20","Human","RFU","Protein","20","S1"
"X12976.49","12976-49",3,"SL001913","Vinexin b","Vinexin b","O60504","10174","SORBS3","Human","RFU","Protein","20","S1"
"X12980.31","12980-31",3,"SL019459","Pre-mRNA-splicing factor RBM22","RBM22","Q9NW64","55696","RBM22","Human","RFU","Protein","20","S1"
"X12986.12","12986-12",3,"SL019466","Protein lin-7 homolog C","LIN7C","Q9NUP9","55327","LIN7C","Human","RFU","Protein","20","S1"
"X12987.12","12987-12",3,"SL019472","Serine/arginine-rich splicing factor 7","SRSF7","Q16629","6432","SRSF7","Human","RFU","Protein","20","S2"
"X12988.49","12988-49",3,"SL007342","RNA-binding protein EWS","EWS","Q01844","2130","EWSR1","Human","RFU","Protein","20","S2"
"X12990.39","12990-39",3,"SL005017","Mitogen-activated protein kinase kinase kinase 3","MAP3K3","Q99759","4215","MAP3K3","Human","RFU","Protein","20","S2"
"X12991.49","12991-49",3,"SL019483","Cullin-9","CUL9","Q8IWT3","23113","CUL9","Human","RFU","Protein","20","S1"
"X12993.21","12993-21",3,"SL016487","Nuclear protein localization protein 4 homolog","NPL4","Q8TAT6","55666","NPLOC4","Human","RFU","Protein","20","S2"
"X13007.66","13007-66",3,"SL012574","Epididymal-specific lipocalin-10","LCN10","Q6JVE6","414332","LCN10","Human","RFU","Protein","20","S2"
"X13013.41","13013-41",3,"SL019524","E3 ubiquitin-protein ligase parkin","PRKN2","O60260","5071","PRKN","Human","RFU","Protein","20","S1"
"X13022.20","13022-20",3,"SL019515","Tumor protein p53-inducible protein 11","P5I11","O14683","9537","TP53I11","Human","RFU","Protein","20","S2"
"X13025.4","13025-4",3,"SL019541","Fibroblast growth factor receptor substrate 2","FRS2","Q8WU20","10818","FRS2","Human","RFU","Protein","20","S1"
"X13027.20","13027-20",3,"SL019531","Chromobox protein homolog 7","CBX7","O95931","23492","CBX7","Human","RFU","Protein","20","S1"
"X13032.1","13032-1",3,"SL014943","Beclin-1","BECN1","Q14457","8678","BECN1","Human","RFU","Protein","20","S1"
"X13039.1","13039-1",3,"SL019546","Nuclear inhibitor of protein phosphatase 1","PP1R8","Q12972","5511","PPP1R8","Human","RFU","Protein","20","S2"
"X13041.47","13041-47",3,"SL007634","TNF receptor-associated factor 4","TRAF4","Q9BUZ4","9618","TRAF4","Human","RFU","Protein","20","S1"
"X13042.7","13042-7",3,"SL019583","Potassium voltage-gated channel subfamily A member 10","KCA10","Q16322","3744","KCNA10","Human","RFU","Protein","20","S2"
"X13043.157","13043-157",3,"SL007491","ATPase family AAA domain-containing protein 2","ATAD2","Q6PL18","29028","ATAD2","Human","RFU","Protein","20","S1"
"X13044.5","13044-5",3,"SL007627","Tumor susceptibility gene 101 protein","TS101","Q99816","7251","TSG101","Human","RFU","Protein","20","S2"
"X13053.6","13053-6",3,"SL015342","Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)","S6A14","Q9UN76","11254","SLC6A14","Human","RFU","Protein","20","S1"
"X13054.87","13054-87",3,"SL008767","Profilin-2","Profilin II","P35080","5217","PFN2","Human","RFU","Protein","20","S2"
"X13055.53","13055-53",3,"SL019564","PH and SEC7 domain-containing protein 1","PSD1","A5PKW4","5662","PSD","Human","RFU","Protein","20","S1"
"X13056.18","13056-18",3,"SL019585","Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5","S6A16","Q9GZN6","28968","SLC6A16","Human","RFU","Protein","20","S1"
"X13059.33","13059-33",3,"SL019557","Riboflavin kinase","RIFK","Q969G6","55312","RFK","Human","RFU","Protein","20","S2"
"X13062.4","13062-4",3,"SL016378","Glia maturation factor gamma","GMFG","O60234","9535","GMFG","Human","RFU","Protein","20","S2"
"X13066.42","13066-42",3,"SL015023","Enhancer of mRNA-decapping protein 4","EDC4","Q6P2E9","23644","EDC4","Human","RFU","Protein","20","S2"
"X13067.5","13067-5",3,"SL009424","cGMP-dependent protein kinase 1, beta isozyme","KGP1B","Q13976","5592","PRKG1","Human","RFU","Protein","20","S2"
"X13073.14","13073-14",3,"SL019559","Acidic leucine-rich nuclear phosphoprotein 32 family member A","AN32A","P39687","8125","ANP32A","Human","RFU","Protein","20","S2"
"X13076.4","13076-4",3,"SL018149","Fragile X mental retardation syndrome-related protein 1","FXR1","P51114","8087","FXR1","Human","RFU","Protein","20","S2"
"X13078.3","13078-3",3,"SL014793","Centrin-2","CETN2","P41208","1069","CETN2","Human","RFU","Protein","20","S2"
"X13082.9","13082-9",3,"SL011294","Protein unc-45 homolog A","UN45A","Q9H3U1","55898","UNC45A","Human","RFU","Protein","20","S1"
"X13083.18","13083-18",3,"SL013025","Valine--tRNA ligase","SYVC","P26640","7407","VARS1","Human","RFU","Protein","20","S2"
"X13085.18","13085-18",3,"SL025874","Glucagon-like peptide 1 receptor:Cytoplasmic domain","GLP1R:CD","P43220","2740","GLP1R","Human","RFU","Protein","20","S1"
"X13088.397","13088-397",3,"SL000137","Betacellulin","BTC","P35070","685","BTC","Human","RFU","Protein","20","S1"
"X13089.6","13089-6",3,"SL003349","Hypoxia-inducible factor 1-alpha","HIF-1a","Q16665","3091","HIF1A","Human","RFU","Protein","20","S1"
"X13090.17","13090-17",3,"SL004827","Protein S100-A6","S100A6","P06703","6277","S100A6","Human","RFU","Protein","20","S2"
"X13093.6","13093-6",3,"SL005430","Secreted and transmembrane protein 1","SECTM1","Q8WVN6","6398","SECTM1","Human","RFU","Protein","20","S2"
"X13094.75","13094-75",3,"SL018509","R-spondin-3","RSPO3","Q9BXY4","84870","RSPO3","Human","RFU","Protein","20","S2"
"X13095.51","13095-51",3,"SL005357","Lithostathine-1-alpha","PSP","P05451","5967","REG1A","Human","RFU","Protein","20","S2"
"X13097.11","13097-11",3,"SL003774","Bcl-2-like protein 2","Apoptosis regulator Bcl-W","Q92843","599","BCL2L2","Human","RFU","Protein","20","S1"
"X13098.93","13098-93",3,"SL003320","Vascular endothelial growth factor D","VEGF-D","O43915","2277","VEGFD","Human","RFU","Protein","20","S2"
"X13101.60","13101-60",3,"SL007631","Sclerostin","SOST","Q9BQB4","50964","SOST","Human","RFU","Protein","20","S1"
"X13102.1","13102-1",3,"SL012769","Protein FAM3D","FAM3D","Q96BQ1","131177","FAM3D","Human","RFU","Protein","20","S2"
"X13103.125","13103-125",3,"SL009328","Chorionic somatomammotropin hormone","CSH","P0DML2|P0DML3","1442|1442","CSH1|CSH2","Human","RFU","Protein","20","S2"
"X13104.32","13104-32",3,"SL008614","Ephrin-B1","EFNB1","P98172","1947","EFNB1","Human","RFU","Protein","20","S2"
"X13105.7","13105-7",3,"SL007311","Synaptosomal-associated protein 25","SNP25","P60880","6616","SNAP25","Human","RFU","Protein","20","S1"
"X13107.9","13107-9",3,"SL008402","Ly6/PLAUR domain-containing protein 3","LYPD3","O95274","27076","LYPD3","Human","RFU","Protein","20","S1"
"X13109.82","13109-82",3,"SL008810","Neuronal growth regulator 1","NEGR1","Q7Z3B1","257194","NEGR1","Human","RFU","Protein","20","S2"
"X13112.179","13112-179",3,"SL009349","Follistatin-related protein 1","FSTL1","Q12841","11167","FSTL1","Human","RFU","Protein","20","S3"
"X13113.7","13113-7",3,"SL002688","Osteopontin","Osteopontin","P10451","6696","SPP1","Human","RFU","Protein","20","S2"
"X13114.50","13114-50",3,"SL006230","Lumican","Lumican","P51884","4060","LUM","Human","RFU","Protein","20","S2"
"X13116.25","13116-25",3,"SL008931","CD177 antigen","CD177","Q8N6Q3","57126","CD177","Human","RFU","Protein","20","S2"
"X13117.232","13117-232",3,"SL018256","Choline/ethanolamine kinase","CHKB","Q9Y259","1120","CHKB","Human","RFU","Protein","20","S2"
"X13118.5","13118-5",3,"SL011888","SPARC-related modular calcium-binding protein 1","SMOC1","Q9H4F8","64093","SMOC1","Human","RFU","Protein","20","S2"
"X13119.26","13119-26",3,"SL004467","Protein Z-dependent protease inhibitor","protein Z inhibitor","Q9UK55","51156","SERPINA10","Human","RFU","Protein","20","S2"
"X13122.19","13122-19",3,"SL008360","Leucine-rich repeat transmembrane protein FLRT2","FLRT2","O43155","23768","FLRT2","Human","RFU","Protein","20","S2"
"X13123.3","13123-3",3,"SL025865","Leucine-rich repeat transmembrane protein FLRT3:Extracellular domain","FLRT3:ECD","Q9NZU0","23767","FLRT3","Human","RFU","Protein","20","S2"
"X13124.20","13124-20",3,"SL018587","Immunoglobulin superfamily containing leucine-rich repeat protein 2","ISLR2","Q6UXK2","57611","ISLR2","Human","RFU","Protein","20","S2"
"X13125.45","13125-45",3,"SL000616","Vitronectin","Vitronectin","P04004","7448","VTN","Human","RFU","Protein","20","S2"
"X13126.52","13126-52",3,"SL008631","Desmocollin-2","DSC2","Q02487","1824","DSC2","Human","RFU","Protein","20","S2"
"X13129.40","13129-40",3,"SL007070","Low-density lipoprotein receptor","LDLR","P01130","3949","LDLR","Human","RFU","Protein","20","S1"
"X13130.150","13130-150",3,"SL007272","Hexokinase-2","HXK2","P52789","3099","HK2","Human","RFU","Protein","20","S2"
"X13131.5","13131-5",3,"SL011180","Hexokinase-1","HXK1","P19367","3098","HK1","Human","RFU","Protein","20","S1"
"X13132.14","13132-14",3,"SL008522","Semaphorin-5A","SEM5A","Q13591","9037","SEMA5A","Human","RFU","Protein","20","S2"
"X13133.73","13133-73",3,"SL007033","Latent-transforming growth factor beta-binding protein 4","LTBP4","Q8N2S1","8425","LTBP4","Human","RFU","Protein","20","S2"
"X13228.75","13228-75",3,"SL001999","E3 ubiquitin-protein ligase Mdm2","MDM2","Q00987","4193","MDM2","Human","RFU","Protein","20","S1"
"X13229.20","13229-20",3,"SL019996","Protein Mdm4","MDM4","O15151","4194","MDM4","Human","RFU","Protein","20","S1"
"X13230.174","13230-174",3,"SL019999","Ig gamma-2, Kappa","IgG2, Kappa","P01859","3501","IGHG2","Human","RFU","Protein","20","S2"
"X13231.90","13231-90",3,"SL020001","Ig gamma-4, Kappa","IgG4, Kappa","P01861","3503","IGHG4","Human","RFU","Protein","20","S2"
"X13236.25","13236-25",3,"SL012449","Protein Wnt-3a","WNT3A","P56704","89780","WNT3A","Human","RFU","Protein","20","S1"
"X13240.170","13240-170",3,"SL019993","SH3 and multiple ankyrin repeat domains protein 1","SHAN1","Q9Y566","50944","SHANK1","Human","RFU","Protein","20","S1"
"X13242.134","13242-134",3,"SL019995","SH3 and multiple ankyrin repeat domains protein 3","SHAN3","Q9BYB0","","SHANK3","Human","RFU","Protein","20","S2"
"X13256.21","13256-21",3,"SL019993","SH3 and multiple ankyrin repeat domains protein 1","SHAN1","Q9Y566","50944","SHANK1","Human","RFU","Protein","20","S1"
"X13268.45","13268-45",3,"SL012434","Protein Wnt-5a","WNT5A","P41221","7474","WNT5A","Human","RFU","Protein","20","S1"
"X13374.4","13374-4",3,"SL012530","Beta-defensin 113","DB113","Q30KQ7","245927","DEFB113","Human","RFU","Protein","20","S2"
"X13375.48","13375-48",3,"SL020085","Synaptogyrin-3","SNG3","O43761","9143","SYNGR3","Human","RFU","Protein","20","S1"
"X13377.3","13377-3",3,"SL020095","Cytochrome b561 domain-containing protein 1","C56D1","Q8N8Q1","284613","CYB561D1","Human","RFU","Protein","20","S2"
"X13378.80","13378-80",3,"SL020102","Glutaredoxin-like protein C5orf63","YD286","A6NC05","401207","C5orf63","Human","RFU","Protein","20","S1"
"X13381.49","13381-49",3,"SL008831","Beta-1,4-galactosyltransferase 1","B4GT1","P15291","2683","B4GALT1","Human","RFU","Protein","20","S2"
"X13384.110","13384-110",3,"SL008015","Fumarate hydratase, mitochondrial","FUMH","P07954","2271","FH","Human","RFU","Protein","20","S2"
